Temperature,Pressure,Humidity,Dew point,Wind speed,Rainfall
34,1007,56,24,13,0
35,1006,49,23,7.4,0
36,1005,47,23,7.4,0
37,1005,47,24,7.4,0
36,1004,47,23,7.4,0
35,1005,49,23,0,0
34,1005,52,23,0,0
33,1006,63,25,0,0
31,1007,75,26,0,0
30,1008,74,25,9.3,0
30,1007,79,26,5.6,0
31,1007,75,26,0,0
30,1007,79,26,0,0
29,1007,84,26,0,0
29,1007,70,23,3.7,0
28,1007,74,23,3.7,0
28,1008,70,22,3.7,0
29,1008,62,21,11.1,0
30,1009,62,22,0,0
31,1009,62,23,7.4,0
32,1010,59,23,7.4,0
35,1009,56,25,3.7,0
35,1008,49,23,5.6,0
35,1007,56,25,5.6,0
34,1006,59,25,5.6,0
29,1008,94,28,5.6,0
29,1008,89,27,9.3,0
28,1008,94,27,3.7,0
28,1008,94,27,0,0
28,1008,89,26,0,0
28,1008,89,26,0,0
28,1008,94,27,0,0
29,1009,89,27,0,0
29,1009,84,26,5.6,0
30,1010,79,26,7.4,0
26,1007,100,26,3.7,1
26,1008,100,26,5.6,1
26,1009,100,26,0,0
26,1009,100,26,3.7,0
26,1009,100,26,7.4,1
26,1009,100,26,5.6,1
26,1009,100,26,0,1
26,1008,100,26,3.7,1
26,1009,100,26,5.6,0
29,1009,89,27,13,0
32,1009,75,27,14.8,0
31,1009,79,27,13,0
32,1007,18,5,18.5,0
32,1006,66,25,18.5,0
30,1006,70,24,14.8,0
29,1006,79,25,9.3,0
29,1007,84,26,7.4,0
28,1008,89,26,5.6,0
28,1008,89,26,9.3,0
28,1008,89,26,11.1,0
27,1008,94,26,14.8,0
27,1008,89,25,13,0
27,1008,89,25,14.8,0
27,1008,89,25,14.8,0
27,1008,89,25,22.2,0
26,1008,94,25,18.5,0
26,1008,94,25,16.7,0
27,1008,94,26,7.4,0
28,1009,84,25,14.8,0
29,1009,79,25,18.5,0
30,1009,79,26,18.5,0
30,1009,74,25,18.5,0
30,1009,79,26,14.8,0
31,1008,70,25,18.5,0
31,1007,70,25,18.5,0
31,1006,70,25,16.7,0
30,1005,74,25,14.8,0
28,1007,84,25,9.3,0
27,1008,89,25,9.3,0
27,1008,94,26,11.1,0
27,1008,94,26,9.3,0
27,1008,94,26,5.6,0
27,1007,100,27,9.3,0
27,100,100,27,9.3,0
27,1006,94,26,9.3,0
27,1007,94,26,7.4,0
27,1007,94,26,13,0
27,1007,94,26,13,0
28,1008,89,26,11.1,0
28,1008,94,27,9.3,1
27,1008,100,27,7.4,1
27,1008,100,27,7.4,1
29,1004,94,28,0,0
29,1005,94,28,0,0
29,1006,94,28,0,0
27,1007,100,27,0,0
27,1007,100,27,0,0
27,1007,100,27,0,0
27,1006,100,27,0,0
27,1006,100,27,0,0
27,1005,100,27,0,0
26,1007,94,25,0,1
27,1007,100,27,0,0
27,1007,100,27,0,0
28,1007,94,27,5.6,0
30,1006,84,27,0,0
30,1005,84,27,0,0
30,1005,84,27,9.3,0
29,1004,84,26,7.4,0
29,1004,84,26,9.3,0
28,1005,94,27,5.6,0
27,1007,94,26,0,0
27,1007,94,26,3.7,0
26,1007,100,26,7.4,0
26,1007,100,26,3.7,0
26,1007,100,26,0,0
25,1007,100,25,5.6,0
25,1006,100,25,0,0
25,1006,100,25,0,0
25,1007,100,25,0,0
25,1008,100,25,7.4,0
26,1009,100,26,7.4,0
27,1009,100,27,5.6,0
29,1009,84,26,5.6,0
30,1009,84,27,0,0
31,1009,75,26,3.7,0
31,1008,79,27,0,0
31,1008,79,27,0,0
32,1007,70,26,3.7,0
32,1006,70,26,0,0
30,1008,84,27,0,0
30,1008,84,27,0,0
29,1008,94,28,0,0
28,1008,94,27,0,0
28,1008,94,27,0,0
28,1008,94,27,0,0
27,1007,94,26,0,0
27,1008,94,26,0,0
27,1009,94,26,0,0
28,1009,89,26,9.3,0
30,1009,79,26,7.4,0
33,1008,66,26,9.3,0
34,1008,67,27,5.6,0
35,1008,56,25,9.3,0
35,1007,56,25,11.1,0
36,1005,53,25,9.3,0
35,1005,56,25,9.3,0
28,1005,89,26,18.5,1
28,1005,89,26,5.6,0
28,1005,94,27,0,0
28,1006,84,25,5.6,0
28,1006,89,26,0,0
28,1007,94,27,5.6,0
27,1007,89,25,0,0
28,1006,89,26,0,0
28,1006,89,26,0,0
27,1006,89,25,7.4,0
27,1006,84,24,5.6,0
27,1006,89,25,0,0
27,1008,89,25,14.8,1
25,1008,100,25,5.6,0
27,1009,89,25,7.4,0
31,1009,75,26,14.8,0
33,1007,63,25,18.5,0
35,1005,63,27,9.3,0
35,1005,59,26,0,0
35,1004,56,25,16.7,0
32,1004,70,26,0,0
30,1005,79,26,0,0
29,1006,79,25,5.6,0
27,1007,84,24,5.6,0
26,1006,94,25,0,0
26,1006,94,25,3.7,0
26,1006,94,25,3.7,0
26,1007,89,24,5.6,0
27,1008,84,24,7.4,0
29,1009,79,25,9.3,0
31,1009,70,25,16.7,0
29,1009,89,27,9.3,0
30,1009,84,27,11.1,0
28,1008,89,26,0,0
28,1008,84,25,0,0
28,1009,84,25,0,0
28,1009,89,26,0,0
28,1008,84,25,0,0
27,1008,94,26,0,0
27,1008,94,26,0,0
27,1009,94,26,0,0
34,1009,59,25,13,0
35,1008,56,25,7.4,0
35,1007,56,25,11.1,0
35,1007,56,25,9.3,0
34,1007,59,25,3.7,0
31,1008,79,27,0,0
30,1008,74,25,0,0
30,1010,70,24,7.4,0
29,1010,74,24,0,0
29,1010,74,24,0,0
29,1010,74,24,0,0
27,1010,79,23,0,0
27,-9999,84,24,0,0
29,1011,74,24,5.6,0
30,1011,70,24,5.6,0
36,1008,47,23,14.8,0
36,1007,47,23,13,0
37,1006,44,23,14.8,0
35,1006,47,22,14.8,0
34,1006,56,24,7.4,0
33,1007,66,26,0,0
31,1008,75,26,0,0
30,1008,79,26,0,0
30,1008,74,25,0,0
29,1008,79,25,0,0
28,1007,84,25,0,0
28,1007,84,25,3.7,0
27,1007,89,25,5.6,0
27,1008,89,25,3.7,0
28,1008,79,24,13,0
30,1009,70,24,14.8,0
32,1009,59,23,24.1,0
36,1008,50,24,14.8,0
36,1006,41,21,25.9,0
36,1005,47,23,14.8,0
36,1005,44,22,13,0
35,1005,47,22,7.4,0
34,1005,49,22,7.4,0
32,1006,59,23,3.7,0
31,1006,66,24,0,0
30,1007,70,24,5.6,0
30,1007,66,23,3.7,0
28,1007,74,23,0,0
27,1008,84,24,0,0
27,1009,84,24,0,0
27,1009,84,24,3.7,0
29,1010,74,24,7.4,0
30,1010,66,23,13,0
32,1011,59,23,16.7,0
33,1010,55,23,18.5,0
34,1010,52,23,16.7,0
35,1009,49,23,9.3,0
36,1008,44,22,11.1,0
36,1007,44,22,13,0
37,-9999,42,22,13,0
36,1006,44,22,5.6,0
35,1006,47,22,7.4,0
33,1008,63,25,0,0
31,1008,70,25,0,0
31,1009,75,26,0,0
31,1009,75,26,0,0
30,1009,79,26,0,0
29,1008,74,24,0,0
28,-9999,79,24,3.7,0
28,1007,79,24,3.7,0
27,1007,89,25,7.4,0
27,1008,84,24,7.4,0
27,1008,84,24,5.6,0
31,1010,62,23,20.4,0
32,1010,59,23,18.5,0
33,1010,55,23,20.4,0
34,1009,56,24,7.4,0
36,1008,44,22,11.1,0
36,1007,41,21,14.8,0
36,1006,39,20,14.8,0
35,1006,44,21,14.8,0
35,1006,47,22,18.5,0
29,1007,70,23,11.1,0
28,1006,79,24,3.7,0
28,1007,74,23,0,0
27,1008,84,24,5.6,0
27,1008,84,24,7.4,0
27,1008,84,24,3.7,0
26,1009,89,24,0,0
27,1009,84,24,3.7,0
26,1009,89,24,0,0
26,1008,83,23,0,0
26,1008,83,23,0,0
32,1011,59,23,9.3,0
34,1010,52,23,5.6,0
35,1010,49,23,7.4,0
34,1006,49,22,7.4,0
33,1007,55,23,3.7,0
32,1008,62,24,0,0
30,1008,70,24,0,0
29,1008,79,25,0,0
27,1008,89,25,0,0
28,1008,84,25,0,0
27,1008,84,24,0,0
26,1008,83,23,5.6,0
26,1008,78,22,3.7,0
26,1009,78,22,5.6,0
26,1009,78,22,3.7,0
28,1010,70,22,3.7,0
30,1010,66,23,7.4,0
32,1010,59,23,9.3,0
33,1010,55,23,11.1,0
35,1009,49,23,11.1,0
36,1008,41,21,13,0
36,1007,39,20,22.2,0
36,1007,44,22,14.8,0
36,1006,41,21,16.7,0
33,1006,52,22,3.7,0
33,1006,52,22,7.4,0
31,1007,62,23,5.6,0
30,1007,66,23,0,0
29,1007,70,23,0,0
27,1006,79,23,0,0
27,1006,74,22,3.7,0
26,1006,78,22,0,0
27,1008,70,21,9.3,0
28,1008,66,21,7.4,0
31,1009,58,22,5.6,0
33,1009,52,22,7.4,0
35,1008,41,20,9.3,0
36,1007,39,20,13,0
37,1006,35,19,16.7,0
37,1006,30,17,27.8,0
37,1005,30,17,18.5,0
38,1005,25,15,14.8,0
37,1005,24,13,18.5,0
36,1005,34,18,14.8,0
34,1005,44,20,0,0
32,1006,55,22,0,0
31,1006,62,23,0,0
29,1007,70,23,0,0
29,1007,70,23,0,0
29,1006,70,23,0,0
29,1006,70,23,0,0
28,1006,74,23,0,0
27,1006,74,22,7.4,0
27,1006,74,22,0,0
27,1006,74,22,0,0
27,1007,70,21,7.4,0
30,1007,58,21,9.3,0
32,1008,55,22,9.3,0
34,1008,46,21,18.5,0
35,1008,44,21,16.7,0
36,1007,39,20,25.9,0
37,1006,37,20,18.5,0
38,1005,25,15,20.4,0
38,1004,29,17,18.5,0
36,1004,32,17,13,0
34,1004,41,19,0,0
32,1005,55,22,0,0
27,1005,74,22,0,0
28,1005,66,21,5.6,0
28,1005,62,20,5.6,0
27,1005,65,20,0,0
26,1005,65,19,0,0
26,1005,65,19,0,0
27,1006,58,18,7.4,0
28,1007,58,19,9.3,0
30,1007,48,18,13,0
33,1007,46,20,5.6,0
35,1007,36,18,16.7,0
36,1006,37,19,9.3,0
37,1005,35,19,18.5,0
38,1003,24,14,14.8,0
37,1003,25,14,14.8,0
36,1003,27,14,14.8,0
33,1004,38,17,7.4,0
33,1004,38,17,7.4,0
33,1005,43,19,5.6,0
31,1005,49,19,0,0
29,1005,58,20,0,0
27,1005,61,19,9.3,0
28,1005,58,19,5.6,0
27,1005,61,19,5.6,0
27,1004,58,18,7.4,0
25,1004,69,19,0,0
25,1004,69,19,7.4,0
25,1005,69,19,5.6,0
26,1005,65,19,9.3,0
29,1006,58,20,16.7,0
32,1006,52,21,16.7,0
35,1006,44,21,18.5,0
36,-9999,39,20,27.8,0
36,-9999,39,20,11.1,0
37,1004,37,20,13,0
37,1003,32,18,18.5,0
37,1003,30,17,13,0
32,1003,49,20,11.1,0
31,1003,49,19,5.6,0
31,1004,52,20,5.6,0
29,1004,58,20,0,0
28,1005,62,20,9.3,0
27,1005,70,21,7.4,0
25,1005,74,20,0,0
25,1006,74,20,0,0
25,1006,74,20,0,0
26,1007,69,20,3.7,0
28,1008,62,20,9.3,0
30,1009,55,20,14.8,0
31,1009,52,20,18.5,0
34,1009,41,19,18.5,0
35,1008,39,19,16.7,0
36,1008,32,17,18.5,0
36,1007,34,18,13,0
36,1006,34,18,11.1,0
36,1005,32,17,7.4,0
36,1005,32,17,7.4,0
34,1006,41,19,0,0
31,1006,52,20,7.4,0
29,1008,48,17,11.1,0
29,1008,48,17,0,0
29,1009,51,18,0,0
29,1009,51,18,0,0
26,1009,57,17,14.8,0
24,1009,61,16,11.1,0
26,1008,51,15,9.3,0
24,1008,61,16,13,0
25,1008,61,17,11.1,0
25,1009,61,17,16.7,0
24,1009,65,17,9.3,0
24,1010,69,18,7.4,0
27,1010,61,19,13,0
32,1011,49,20,25.9,0
29,1012,58,20,22.2,0
30,1012,51,19,16.7,0
32,1010,46,19,14.8,0
32,1010,43,18,18.5,0
32,1010,43,18,13,0
32,1009,49,20,5.6,0
30,1010,51,19,3.7,0
39,1010,33,20,5.6,0
27,1010,65,20,3.7,0
26,1011,69,20,0,0
25,1011,74,20,0,0
25,1010,74,20,0,0
25,1011,74,20,5.6,0
24,1011,78,20,5.6,0
24,1010,78,20,0,0
23,1010,78,19,5.6,0
24,-9999,78,20,7.4,0
24,1010,78,20,9.3,0
24,1010,73,19,11.1,0
25,1011,57,16,7.4,0
25,1010,54,15,11.1,0
22,1013,73,17,27.8,0
23,1013,69,17,22.2,0
22,1013,78,18,14.8,1
23,1012,78,19,3.7,0
27,1010,61,19,9.3,0
27,1010,51,16,5.6,0
27,1010,48,15,13,0
26,1010,54,16,7.4,0
25,1011,57,16,3.7,0
24,1011,65,17,0,0
23,1012,73,18,0,0
23,1012,73,18,5.6,0
23,1012,73,18,5.6,0
23,1012,73,18,0,0
22,1011,83,19,0,0
23,1011,83,20,0,1
22,1011,88,20,0,0
23,1010,83,20,0,0
22,1011,83,19,3.7,0
23,1013,78,19,3.7,0
25,1013,74,20,5.6,0
27,1013,61,19,7.4,0
29,1013,48,17,3.7,0
30,1013,48,18,9.3,0
32,-9999,43,18,9.3,0
32,1011,46,19,0,0
32,1011,43,18,9.3,0
30,1011,48,18,9.3,0
28,1012,54,18,5.6,0
26,1003,65,19,9.3,0
26,1014,69,20,0,0
24,1013,83,21,0,0
24,1012,83,21,0,0
22,1012,94,21,18.5,1
22,1012,88,20,0,0
22,1013,94,21,0,0
25,1014,74,20,7.4,0
28,1014,58,19,5.6,0
30,1014,51,19,5.6,0
29,1014,58,20,18.5,0
27,1014,58,18,33.3,0
25,1013,74,20,18.5,0
28,1012,54,18,27.8,0
28,1012,54,18,18.5,0
27,1012,61,19,14.8,0
26,1012,69,20,5.6,0
26,1013,65,19,7.4,0
25,1012,78,21,5.6,0
25,1014,74,20,0,0
24,1014,78,20,0,0
23,1014,83,20,1.9,0
24,1014,78,20,7.4,0
23,1013,83,20,9.3,0
22,1013,94,21,5.6,0
22,1013,88,20,7.4,0
21,1013,94,20,7.4,0
21,1014,94,20,5.6,0
22,1014,88,20,5.6,0
23,1015,78,19,11.1,0
27,1016,61,19,11.1,0
28,1016,62,20,9.3,0
29,1015,55,19,9.3,0
30,1015,58,21,9.3,0
31,1013,52,20,5.6,0
30,1013,51,19,5.6,0
27,1014,70,21,5.6,0
26,1014,78,22,0,0
26,1015,78,22,9.3,0
25,1016,69,19,7.4,0
23,1016,83,20,7.4,0
23,1015,78,19,9.3,0
23,1015,83,20,5.6,0
23,1015,83,20,9.3,0
23,1014,83,20,5.6,0
23,1014,78,19,7.4,0
22,1015,88,20,0,0
27,1016,54,17,9.3,0
29,1016,51,18,9.3,0
29,1015,51,18,9.3,0
29,1013,55,19,3.7,0
29,1013,55,19,0,0
24,1013,83,21,11.1,0
23,1014,88,21,14.8,0
22,1014,100,22,7.4,1
22,1015,94,21,14.8,1
22,1014,94,21,7.4,0
22,1014,94,21,0,0
23,1014,88,21,0,0
22,1013,100,22,7.4,0
22,1013,94,21,0,0
21,1013,100,21,0,0
21,1012,100,21,0,0
21,1012,88,19,0,0
21,1012,88,19,0,0
21,1013,94,20,3.7,0
22,1014,94,21,3.7,0
23,1014,83,20,9.3,0
27,1014,70,21,5.6,0
26,1014,69,20,7.4,0
27,1014,70,21,3.7,0
28,1013,58,19,9.3,0
29,1012,55,19,3.7,0
28,1011,62,20,5.6,0
28,1011,58,19,9.3,0
28,1010,62,20,5.6,0
26,1011,74,21,18.5,0
26,1011,69,20,14.8,0
23,1013,88,21,14.8,1
23,-9999,88,21,9.3,0
22,1013,88,20,3.7,0
22,1012,94,21,0,0
22,1012,94,21,0,0
22,1012,88,20,0,0
21,1013,94,20,3.7,0
22,1014,88,20,7.4,0
26,1014,69,20,5.6,0
27,1014,61,19,5.6,0
29,1014,51,18,5.6,0
29,1013,48,17,9.3,0
30,1012,45,17,22.2,0
32,1011,43,18,14.8,0
28,1011,51,17,18.5,0
25,1011,65,18,9.3,0
25,1011,69,19,5.6,0
25,1012,69,19,5.6,0
25,1013,65,18,5.6,0
24,1013,83,21,14.8,0
23,1013,88,21,11.1,0
23,1013,88,21,3.7,0
22,1013,94,21,3.7,0
22,1013,94,21,3.7,0
22,1013,94,21,3.7,0
22,1013,94,21,0,0
21,1013,100,21,0,0
22,1014,94,21,0,0
22,1014,94,21,3.7,0
25,1015,78,21,5.6,0
27,1016,70,21,5.6,0
28,1016,66,21,5.6,0
27,1016,61,19,5.6,0
28,1015,58,19,5.6,0
27,1014,65,20,9.3,0
27,-9999,65,20,11.1,0
28,1013,62,20,3.7,0
28,1012,58,19,7.4,0
28,1012,58,19,3.7,0
27,1013,65,20,3.7,0
27,1013,65,20,3.7,0
27,1013,65,20,3.7,0
24,1015,83,21,40.7,0
23,1014,83,20,3.7,0
23,1014,83,20,3.7,0
22,1014,88,20,3.7,0
22,1014,88,20,0,0
21,1012,100,21,0,0
21,1015,100,21,0,0
21,1016,100,21,7.4,0
23,1016,88,21,7.4,0
25,1017,78,21,9.3,0
28,1017,62,20,9.3,0
29,1016,58,20,13,0
29,101,55,19,7.4,0
29,1014,55,19,3.7,0
30,1014,51,19,11.1,0
30,1013,51,19,11.1,0
29,1014,55,19,13,0
28,1014,30,9,9.3,0
26,1014,74,21,0,0
25,1016,78,21,5.6,0
24,1016,78,20,5.6,0
23,1015,83,20,5.6,0
23,1015,88,21,5.6,0
23,1015,88,21,5.6,0
23,1015,83,20,3.7,0
22,1015,88,20,3.7,0
21,1015,88,19,3.7,0
21,1015,88,19,0,0
24,1016,78,20,9.3,0
25,1017,74,20,11.1,0
28,1017,62,20,9.3,0
30,1017,51,19,9.3,0
31,1016,46,18,11.1,0
31,1015,49,19,14.8,0
32,1014,38,16,9.3,0
32,1013,36,15,13,0
26,1015,61,18,0,0
25,1015,69,19,0,0
24,1014,73,19,3.7,0
24,1014,73,19,5.6,0
23,1014,78,19,0,0
23,1013,78,19,0,0
22,1013,78,18,0,0
21,1014,88,19,0,0
22,1014,83,19,0,0
25,1015,69,19,3.7,0
27,1016,65,20,3.7,0
30,1016,48,18,11.1,0
30,1016,48,18,13,0
26,1016,65,19,5.6,0
26,1016,69,20,22.2,0
26,1014,69,20,9.3,0
27,1013,70,21,5.6,0
28,1013,62,20,11.1,0
27,1014,70,21,14.8,0
24,1014,83,21,3.7,0
24,1015,83,21,3.7,0
23,1015,94,22,3.7,0
23,1014,94,22,0,0
22,1014,94,21,3.7,0
22,1013,94,21,0,0
21,1013,100,21,3.7,0
21,1013,100,21,3.7,0
21,1013,100,21,7.4,0
21,1014,100,21,5.6,0
21,1014,94,20,5.6,0
22,1015,94,21,5.6,0
27,1016,65,20,9.3,0
30,1015,51,19,11.1,0
30,1015,51,19,9.3,0
31,1013,46,18,18.5,0
31,1012,49,19,7.4,0
27,1012,61,19,9.3,0
26,1013,65,19,3.7,0
25,-9999,61,17,0,0
25,1015,65,18,1.9,0
25,1015,65,18,1.9,0
24,1015,73,19,1.9,0
24,1015,65,17,7.4,0
24,1014,61,16,7.4,0
23,1014,69,17,0,0
23,1014,69,17,0,0
22,1014,73,17,0,0
22,1016,73,17,0,0
24,1016,65,17,0,0
30,1017,48,18,5.6,0
31,1016,49,19,7.4,0
33,1015,41,18,14.8,0
32,1014,40,17,5.6,0
33,1013,38,17,11.1,0
32,1013,40,17,5.6,0
30,1014,45,17,0,0
28,1014,62,20,0,0
27,1015,61,19,0,0
26,1015,65,19,0,0
26,1016,69,20,0,0
25,1015,78,21,0,0
25,1015,78,21,0,0
24,1015,83,21,0,0
23,1014,83,20,0,0
22,1014,88,20,0,0
21,1014,100,21,5.6,0
21,1014,100,21,0,0
22,1015,94,21,5.6,0
22,1015,94,21,5.6,0
25,1016,78,21,7.4,0
27,1016,70,21,7.4,0
30,1015,48,18,13,0
31,1014,46,18,11.1,0
31,1013,49,19,5.6,0
31,1013,46,18,1.9,0
31,1012,38,15,9.3,0
30,1012,43,16,5.6,0
28,1012,58,19,0,0
27,1013,65,20,0,0
26,1013,74,21,0,0
24,1014,83,21,0,0
23,1013,88,21,0,0
23,1013,83,20,0,0
22,1013,88,20,0,0
22,1014,94,21,0,0
21,1015,94,20,0,0
24,1015,83,21,0,0
30,1016,51,19,0,0
31,1016,43,17,5.6,0
31,1015,46,18,5.6,0
32,1014,36,15,5.6,0
31,1013,31,12,18.5,0
31,1013,33,13,11.1,0
31,1012,29,11,18.5,0
28,1012,58,19,14.8,0
27,1012,65,20,5.6,0
26,1013,69,20,0,0
26,1013,69,20,0,0
24,1014,78,20,0,0
24,1014,73,19,5.6,0
23,1014,88,21,5.6,0
22,1013,88,20,5.6,0
22,1013,88,20,0,0
22,1013,83,19,0,0
21,1013,88,19,0,0
20,1014,94,19,0,0
21,1014,88,19,9.3,0
22,1015,88,20,3.7,0
24,1016,73,19,9.3,0
26,1016,54,16,5.6,0
27,1016,54,17,11.1,0
29,1015,48,17,9.3,0
30,1013,43,16,11.1,0
31,1013,38,15,9.3,0
31,1012,38,15,5.6,0
30,1012,43,16,3.7,0
27,1012,54,17,0,0
26,1012,57,17,0,0
25,1012,61,17,0,0
25,1013,65,18,0,0
24,1014,69,18,7.4,0
25,1014,61,17,11.1,0
22,1014,78,18,0,0
22,1014,73,17,0,0
21,1014,78,17,0,0
21,1015,83,18,0,0
21,1015,83,18,0,0
22,1016,78,18,0,0
29,1017,48,17,7.4,0
30,1017,45,17,11.1,0
31,1016,43,17,5.6,0
31,1015,40,16,11.1,0
32,1014,31,13,3.7,0
32,1015,36,15,0,0
32,1013,36,15,0,0
25,1015,65,18,11.1,0
25,1016,69,19,0,0
25,1016,69,19,0,0
24,1016,69,18,11.1,0
24,1015,69,18,9.3,0
24,1015,69,18,11.1,0
23,1015,73,18,7.4,0
22,1015,78,18,3.7,0
22,1015,78,18,5.6,0
22,1015,78,18,9.3,0
22,1016,78,18,9.3,0
25,1017,61,17,9.3,0
28,1018,54,18,7.4,0
29,1018,45,16,13,0
30,1018,45,17,20.4,0
32,1017,38,16,13,0
33,1016,31,14,13,0
31,1015,38,15,11.1,0
33,1015,36,16,7.4,0
31,1014,35,14,81.5,0
29,1014,48,17,5.6,0
26,1015,51,15,9.3,0
26,1016,51,15,7.4,0
25,1017,61,17,9.3,0
23,1019,73,18,51.9,0
20,1020,100,20,0,1
20,1018,100,20,14.8,1
20,1018,100,20,7.4,0
20,1017,94,19,9.3,0
20,1016,94,19,16.7,0
20,1017,88,18,7.4,0
19,1017,100,19,0,0
22,1018,83,19,0,0
25,1018,69,19,0,0
29,1017,48,17,11.1,0
29,1016,48,17,5.6,0
29,1015,55,19,9.3,0
30,1015,48,18,11.1,0
29,1014,48,17,9.3,0
29,1014,48,17,7.4,0
25,1015,65,18,0,0
24,1015,73,19,0,0
24,1015,73,19,0,0
23,1014,78,19,0,0
22,1013,83,19,0,0
21,1013,88,19,0,0
21,1014,88,19,3.7,0
21,1014,88,19,0,0
23,1015,83,20,0,0
26,1015,69,20,0,0
27,1015,65,20,0,0
28,1015,54,18,0,0
31,1014,46,18,5.6,0
31,1013,43,17,14.8,0
19,1013,94,18,51.9,1
19,1015,100,19,13,1
19,1013,100,19,11.1,0
19,1013,94,18,5.6,0
19,1013,94,18,9.3,0
19,1014,88,17,5.6,0
19,1014,88,17,11.1,0
19,1014,88,17,11.1,0
19,1013,83,16,18.5,0
19,1014,88,17,18.5,0
19,1013,88,17,20.4,0
19,1013,94,18,11.1,0
19,1013,94,18,5.6,0
19,1013,94,18,9.3,0
19,1013,94,18,14.8,0
21,1015,83,18,11.1,0
23,1016,78,19,7.4,0
25,1016,69,19,5.6,0
26,1017,65,19,7.4,0
26,1016,61,18,11.1,0
27,1015,58,18,16.7,0
27,1014,58,18,11.1,0
27,1013,61,19,13,0
26,1012,69,20,11.1,0
25,1012,74,20,11.1,0
24,1012,78,20,9.3,0
18,1015,100,18,22.2,1
18,1015,94,17,18.5,1
19,1017,94,18,5.6,1
19,1016,100,19,0,1
19,1015,94,18,18.5,0
18,1015,100,18,9.3,0
18,1014,100,18,0,0
18,1015,100,18,0,0
18,1015,88,16,0,0
17,1015,100,17,0,0
17,1015,100,17,0,0
21,1017,83,18,0,0
22,1018,73,17,7.4,0
24,1018,65,17,3.7,0
25,1018,61,17,0,0
26,1017,57,17,5.6,0
26,1016,54,16,7.4,0
27,1015,51,16,14.8,0
27,1015,48,15,13,0
26,1015,54,16,18.5,0
24,1015,65,17,11.1,0
24,1015,69,18,11.1,0
20,1015,88,18,0,0
19,1015,94,18,0,0
19,1015,94,18,0,0
19,1015,94,18,0,0
20,1016,88,18,7.4,0
22,1017,83,19,0,0
25,1017,65,18,7.4,0
25,1016,61,17,7.4,0
27,1015,54,17,13,0
27,1014,54,17,9.3,0
27,1014,54,17,16.7,0
26,1013,57,17,18.5,0
25,1014,61,17,14.8,0
24,1014,69,18,11.1,0
23,1014,78,19,9.3,0
23,1014,78,19,11.1,0
23,1014,73,18,13,0
23,1015,73,18,11.1,0
22,1014,78,18,11.1,0
20,1013,78,16,11.1,0
19,1013,83,16,0,0
20,1016,78,16,11.1,0
21,1017,73,16,5.6,0
23,1016,65,16,9.3,0
24,1016,57,15,11.1,0
24,1016,57,15,7.4,0
24,1015,61,16,5.6,0
25,1014,50,14,3.7,0
25,1014,54,15,3.7,0
25,1013,50,14,7.4,0
24,1013,53,14,9.3,0
23,1014,61,15,14.8,0
22,1015,69,16,3.7,0
21,1015,73,16,0,0
21,1015,78,17,0,0
20,1015,83,17,0,0
20,1015,83,17,0,0
20,1015,78,16,7.4,0
19,1015,78,15,7.4,0
19,1017,88,17,7.4,0
21,1017,73,16,7.4,0
23,1018,61,15,11.1,0
25,1018,54,15,11.1,0
26,1017,51,15,7.4,0
26,1016,47,14,14.8,0
27,1016,45,14,5.6,0
27,1016,45,14,9.3,0
23,1016,73,18,16.7,0
22,1017,69,16,18.5,0
21,1017,78,17,7.4,0
21,1018,73,16,11.1,0
19,1019,83,16,11.1,0
19,1019,83,16,11.1,0
18,1019,88,16,11.1,0
17,1019,94,16,7.4,0
17,1019,94,16,14.8,0
17,1019,100,17,11.1,0
17,1019,100,17,9.3,0
16,1019,100,16,7.4,0
16,1019,100,16,5.6,0
16,1019,100,16,5.6,0
16,1020,100,16,7.4,0
18,1020,94,17,7.4,0
20,1021,83,17,7.4,0
22,1021,69,16,11.1,0
24,1021,61,16,9.3,0
25,1020,54,15,9.3,0
26,1019,47,14,9.3,0
27,1018,51,16,0,0
26,1017,51,15,0,0
26,1017,51,15,0,0
24,1017,57,15,0,0
24,1018,57,15,5.6,0
22,1018,69,16,0,0
20,1018,83,17,0,0
17,1016,100,17,0,0
17,1017,100,17,0,0
17,1017,100,17,0,0
19,1018,94,18,0,0
20,1019,88,18,5.6,0
22,1019,78,18,0,0
24,1019,65,17,9.3,0
24,1019,65,17,11.1,0
24,1018,65,17,7.4,0
24,1018,65,17,7.4,0
26,1017,65,19,0,0
25,1017,54,15,3.7,0
23,1016,69,17,0,0
23,1017,69,17,0,0
21,1017,78,17,0,0
21,1017,83,18,0,0
21,1017,83,18,0,0
21,1017,83,18,0,0
20,1017,94,19,0,0
20,1017,88,18,0,0
19,1016,94,18,0,0
19,1016,94,18,0,0
19,1016,100,19,0,0
19,1018,94,18,0,0
20,1018,94,19,0,0
25,1017,65,18,9.3,0
25,1016,57,16,9.3,0
25,1015,54,15,7.4,0
25,1015,54,15,5.6,0
22,1016,83,19,0,0
22,1016,83,19,0,0
21,1016,88,19,0,0
21,1017,88,19,0,0
21,1016,88,19,0,0
21,1016,88,19,0,0
20,1015,94,19,0,0
20,1015,88,18,0,0
20,1016,88,18,0,0
21,1017,78,17,0,0
25,1018,47,13,5.6,0
26,1017,44,13,0,0
26,1016,47,14,5.6,0
27,1015,42,13,7.4,0
27,1014,39,12,9.3,0
27,1014,23,4,9.3,0
26,1013,47,14,9.3,0
